strain	log2(PTR)	sampleID	plant	syncom	treatment	generation	line	sample_type	condition
Root123D2	0.11206315701117166	g13_l3	col0	at	native	13	3	generation	col0_at
Root1310	0.5054220847637291	g13_l3	col0	at	native	13	3	generation	col0_at
Root142	0.0421842554498728	g13_l3	col0	at	native	13	3	generation	col0_at
Root265	0.13669689139149682	g13_l3	col0	at	native	13	3	generation	col0_at
Root29	0.08049304411047549	g13_l3	col0	at	native	13	3	generation	col0_at
Root418	0.26156410444845835	g13_l3	col0	at	native	13	3	generation	col0_at
Root480	0.022448275888190275	g13_l3	col0	at	native	13	3	generation	col0_at
Root61	0.2597265564908244	g13_l3	col0	at	native	13	3	generation	col0_at
Root685	0.21318056588775527	g13_l3	col0	at	native	13	3	generation	col0_at
Root68	1.8416706085698065	g13_l3	col0	at	native	13	3	generation	col0_at
Root695	0.04630002085331327	g13_l3	col0	at	native	13	3	generation	col0_at
Root720	0.1367958071425236	g13_l3	col0	at	native	13	3	generation	col0_at
Root77	0.18626498528755442	g13_l3	col0	at	native	13	3	generation	col0_at
Root83	0.8871960777802893	g13_l3	col0	at	native	13	3	generation	col0_at
Root935	0.4859934680976697	g13_l3	col0	at	native	13	3	generation	col0_at
LjNodule218	0.06883394635971637	g13_l4	col0	at	native	13	4	generation	col0_at
Root123D2	0.11272197330044098	g13_l4	col0	at	native	13	4	generation	col0_at
Root1310	0.22186947268661028	g13_l4	col0	at	native	13	4	generation	col0_at
Root142	0.3481943051642516	g13_l4	col0	at	native	13	4	generation	col0_at
Root265	0.08754910478955864	g13_l4	col0	at	native	13	4	generation	col0_at
Root29	0.0762602623772907	g13_l4	col0	at	native	13	4	generation	col0_at
Root418	0.18649054318280323	g13_l4	col0	at	native	13	4	generation	col0_at
Root480	0.16191570421049994	g13_l4	col0	at	native	13	4	generation	col0_at
Root61	0.3256564846593278	g13_l4	col0	at	native	13	4	generation	col0_at
Root685	0.054208754625518794	g13_l4	col0	at	native	13	4	generation	col0_at
Root68	1.7445555230274328	g13_l4	col0	at	native	13	4	generation	col0_at
Root695	0.031417101688555	g13_l4	col0	at	native	13	4	generation	col0_at
Root720	0.07036590362701277	g13_l4	col0	at	native	13	4	generation	col0_at
Root77	0.15810011565771334	g13_l4	col0	at	native	13	4	generation	col0_at
Root83	0.7820831996878332	g13_l4	col0	at	native	13	4	generation	col0_at
Root935	0.49357436394289556	g13_l4	col0	at	native	13	4	generation	col0_at
LjNodule218	0.11784895248514715	g13_l5	col0	at	native	13	5	generation	col0_at
Root123D2	0.08988352142654402	g13_l5	col0	at	native	13	5	generation	col0_at
Root1310	0.26236467763375465	g13_l5	col0	at	native	13	5	generation	col0_at
Root142	0.12611648109133372	g13_l5	col0	at	native	13	5	generation	col0_at
Root265	0.10246446494260925	g13_l5	col0	at	native	13	5	generation	col0_at
Root29	0.0595003020657451	g13_l5	col0	at	native	13	5	generation	col0_at
Root418	0.03222176045381354	g13_l5	col0	at	native	13	5	generation	col0_at
Root480	0.05632173160692689	g13_l5	col0	at	native	13	5	generation	col0_at
Root61	0.19484555425007638	g13_l5	col0	at	native	13	5	generation	col0_at
Root685	0.0932726535235416	g13_l5	col0	at	native	13	5	generation	col0_at
Root68	2.000582883815717	g13_l5	col0	at	native	13	5	generation	col0_at
Root695	0.1132108205554918	g13_l5	col0	at	native	13	5	generation	col0_at
Root720	0.12649414539993034	g13_l5	col0	at	native	13	5	generation	col0_at
Root77	0.16393717546549158	g13_l5	col0	at	native	13	5	generation	col0_at
Root83	0.5841756806058095	g13_l5	col0	at	native	13	5	generation	col0_at
Root935	0.24985184665472357	g13_l5	col0	at	native	13	5	generation	col0_at
LjNodule218	0.02146758724842838	g13_l6	col0	lj	non-native	13	6	generation	col0_lj
LjRoot17	0.33156411513113127	g13_l6	col0	lj	non-native	13	6	generation	col0_lj
LjRoot1	0.5346201050449044	g13_l6	col0	lj	non-native	13	6	generation	col0_lj
LjRoot222	0.16093918668788212	g13_l6	col0	lj	non-native	13	6	generation	col0_lj
LjRoot262	0.0978094965314949	g13_l6	col0	lj	non-native	13	6	generation	col0_lj
LjRoot33	0.656891507209824	g13_l6	col0	lj	non-native	13	6	generation	col0_lj
LjRoot44	0.6299441462325474	g13_l6	col0	lj	non-native	13	6	generation	col0_lj
LjRoot46	0.5573816039212235	g13_l6	col0	lj	non-native	13	6	generation	col0_lj
LjRoot52	0.49616133818115044	g13_l6	col0	lj	non-native	13	6	generation	col0_lj
LjRoot59	1.3948202941624857	g13_l6	col0	lj	non-native	13	6	generation	col0_lj
LjRoot60	0.5157959267087413	g13_l6	col0	lj	non-native	13	6	generation	col0_lj
LjRoot72	0.2820375522442178	g13_l6	col0	lj	non-native	13	6	generation	col0_lj
LjRoot80	0.22204190292390713	g13_l6	col0	lj	non-native	13	6	generation	col0_lj
LjRoot82	0.8214604026596167	g13_l6	col0	lj	non-native	13	6	generation	col0_lj
LjNodule218	0.0953688297037548	g13_l7	col0	lj	non-native	13	7	generation	col0_lj
LjRoot17	0.327185478342927	g13_l7	col0	lj	non-native	13	7	generation	col0_lj
LjRoot1	0.7600453394837203	g13_l7	col0	lj	non-native	13	7	generation	col0_lj
LjRoot222	0.15239790086915284	g13_l7	col0	lj	non-native	13	7	generation	col0_lj
LjRoot262	0.09360913482642695	g13_l7	col0	lj	non-native	13	7	generation	col0_lj
LjRoot33	0.51336073579208	g13_l7	col0	lj	non-native	13	7	generation	col0_lj
LjRoot44	0.4089202228267126	g13_l7	col0	lj	non-native	13	7	generation	col0_lj
LjRoot46	0.5332926560945076	g13_l7	col0	lj	non-native	13	7	generation	col0_lj
LjRoot52	0.314379547576595	g13_l7	col0	lj	non-native	13	7	generation	col0_lj
LjRoot59	1.3535377276665357	g13_l7	col0	lj	non-native	13	7	generation	col0_lj
LjRoot60	0.47672575027953645	g13_l7	col0	lj	non-native	13	7	generation	col0_lj
LjRoot72	0.17465249623753956	g13_l7	col0	lj	non-native	13	7	generation	col0_lj
LjRoot80	0.1337397268905076	g13_l7	col0	lj	non-native	13	7	generation	col0_lj
LjRoot82	0.6581374062253541	g13_l7	col0	lj	non-native	13	7	generation	col0_lj
LjNodule218	0.08988366329781593	g13_l8	col0	lj	non-native	13	8	generation	col0_lj
LjRoot17	0.13793629341045072	g13_l8	col0	lj	non-native	13	8	generation	col0_lj
LjRoot1	0.6872354580583947	g13_l8	col0	lj	non-native	13	8	generation	col0_lj
LjRoot222	0.10643494996898754	g13_l8	col0	lj	non-native	13	8	generation	col0_lj
LjRoot262	0.09347769172263483	g13_l8	col0	lj	non-native	13	8	generation	col0_lj
LjRoot33	0.36025717579193295	g13_l8	col0	lj	non-native	13	8	generation	col0_lj
LjRoot44	0.39578522784726283	g13_l8	col0	lj	non-native	13	8	generation	col0_lj
LjRoot46	0.5025611621580888	g13_l8	col0	lj	non-native	13	8	generation	col0_lj
LjRoot52	0.19775763473771293	g13_l8	col0	lj	non-native	13	8	generation	col0_lj
LjRoot59	1.2554230686549406	g13_l8	col0	lj	non-native	13	8	generation	col0_lj
LjRoot60	0.4014625869247217	g13_l8	col0	lj	non-native	13	8	generation	col0_lj
LjRoot72	0.2084138022025961	g13_l8	col0	lj	non-native	13	8	generation	col0_lj
LjRoot80	0.22322820328099247	g13_l8	col0	lj	non-native	13	8	generation	col0_lj
LjRoot82	0.6929743657247374	g13_l8	col0	lj	non-native	13	8	generation	col0_lj
LjNodule218	0.0809395768984411	g13_l9	col0	lj	non-native	13	9	generation	col0_lj
LjRoot17	0.26490166553318195	g13_l9	col0	lj	non-native	13	9	generation	col0_lj
LjRoot1	0.7894262364014989	g13_l9	col0	lj	non-native	13	9	generation	col0_lj
LjRoot222	0.10334159105272615	g13_l9	col0	lj	non-native	13	9	generation	col0_lj
LjRoot262	0.11679427588363141	g13_l9	col0	lj	non-native	13	9	generation	col0_lj
LjRoot33	0.5490602451696813	g13_l9	col0	lj	non-native	13	9	generation	col0_lj
LjRoot44	0.6556513287500116	g13_l9	col0	lj	non-native	13	9	generation	col0_lj
LjRoot46	0.5656771412931648	g13_l9	col0	lj	non-native	13	9	generation	col0_lj
LjRoot52	0.3301031509509823	g13_l9	col0	lj	non-native	13	9	generation	col0_lj
LjRoot59	1.3707081812457833	g13_l9	col0	lj	non-native	13	9	generation	col0_lj
LjRoot60	0.5205412937925518	g13_l9	col0	lj	non-native	13	9	generation	col0_lj
LjRoot72	0.24657058290830589	g13_l9	col0	lj	non-native	13	9	generation	col0_lj
LjRoot80	0.26517130976622993	g13_l9	col0	lj	non-native	13	9	generation	col0_lj
LjRoot82	0.6530776679894001	g13_l9	col0	lj	non-native	13	9	generation	col0_lj
LjNodule218	0.0694715869013402	g13_l10	col0	lj	non-native	13	10	generation	col0_lj
LjRoot17	0.27243856760039115	g13_l10	col0	lj	non-native	13	10	generation	col0_lj
LjRoot1	0.6100971998853965	g13_l10	col0	lj	non-native	13	10	generation	col0_lj
LjRoot222	0.09506668022896791	g13_l10	col0	lj	non-native	13	10	generation	col0_lj
LjRoot262	0.09996442077438293	g13_l10	col0	lj	non-native	13	10	generation	col0_lj
LjRoot33	0.6665490957143084	g13_l10	col0	lj	non-native	13	10	generation	col0_lj
LjRoot44	0.6457394535950183	g13_l10	col0	lj	non-native	13	10	generation	col0_lj
LjRoot46	0.5409570194282204	g13_l10	col0	lj	non-native	13	10	generation	col0_lj
LjRoot52	0.5418124584128312	g13_l10	col0	lj	non-native	13	10	generation	col0_lj
LjRoot59	1.395135508580238	g13_l10	col0	lj	non-native	13	10	generation	col0_lj
LjRoot60	0.6430384882603836	g13_l10	col0	lj	non-native	13	10	generation	col0_lj
LjRoot72	0.3909545079282972	g13_l10	col0	lj	non-native	13	10	generation	col0_lj
LjRoot80	0.25189303137185753	g13_l10	col0	lj	non-native	13	10	generation	col0_lj
LjRoot82	0.771589180299666	g13_l10	col0	lj	non-native	13	10	generation	col0_lj
LjNodule218	0.025585890626161283	g13_l11	gifu	at	non-native	13	11	generation	gifu_at
Root123D2	0.12073172722564154	g13_l11	gifu	at	non-native	13	11	generation	gifu_at
Root142	0.09250543629042887	g13_l11	gifu	at	non-native	13	11	generation	gifu_at
Root265	0.08204601332730842	g13_l11	gifu	at	non-native	13	11	generation	gifu_at
Root29	0.033854558547158194	g13_l11	gifu	at	non-native	13	11	generation	gifu_at
Root418	0.009875785967655709	g13_l11	gifu	at	non-native	13	11	generation	gifu_at
Root480	0.023061850403613266	g13_l11	gifu	at	non-native	13	11	generation	gifu_at
Root61	0.5990894288103424	g13_l11	gifu	at	non-native	13	11	generation	gifu_at
Root685	0.1462358613797881	g13_l11	gifu	at	non-native	13	11	generation	gifu_at
Root68	1.9850832487842025	g13_l11	gifu	at	non-native	13	11	generation	gifu_at
Root695	0.07198371236489441	g13_l11	gifu	at	non-native	13	11	generation	gifu_at
Root720	0.17904319021508205	g13_l11	gifu	at	non-native	13	11	generation	gifu_at
Root77	0.22944376717659	g13_l11	gifu	at	non-native	13	11	generation	gifu_at
Root83	0.1176111399344732	g13_l11	gifu	at	non-native	13	11	generation	gifu_at
Root935	0.18787102536508857	g13_l11	gifu	at	non-native	13	11	generation	gifu_at
LjNodule218	0.03515210352423121	g13_l12	gifu	at	non-native	13	12	generation	gifu_at
Root123D2	0.12653510015170807	g13_l12	gifu	at	non-native	13	12	generation	gifu_at
Root142	0.06478071547680252	g13_l12	gifu	at	non-native	13	12	generation	gifu_at
Root265	0.04644830749183976	g13_l12	gifu	at	non-native	13	12	generation	gifu_at
Root29	0.043516640393732355	g13_l12	gifu	at	non-native	13	12	generation	gifu_at
Root418	0.17017941004158257	g13_l12	gifu	at	non-native	13	12	generation	gifu_at
Root480	0.02408209805460402	g13_l12	gifu	at	non-native	13	12	generation	gifu_at
Root61	0.494494262252858	g13_l12	gifu	at	non-native	13	12	generation	gifu_at
Root685	0.09931699412880002	g13_l12	gifu	at	non-native	13	12	generation	gifu_at
Root68	3.0658468320629293	g13_l12	gifu	at	non-native	13	12	generation	gifu_at
Root695	0.07740716291344762	g13_l12	gifu	at	non-native	13	12	generation	gifu_at
Root720	0.20362115899056465	g13_l12	gifu	at	non-native	13	12	generation	gifu_at
Root77	0.2594738801617213	g13_l12	gifu	at	non-native	13	12	generation	gifu_at
Root83	0.5650921431900289	g13_l12	gifu	at	non-native	13	12	generation	gifu_at
Root935	0.41484058955930064	g13_l12	gifu	at	non-native	13	12	generation	gifu_at
LjNodule218	0.033025575237051207	g13_l13	gifu	at	non-native	13	13	generation	gifu_at
Root123D2	0.11136226507350112	g13_l13	gifu	at	non-native	13	13	generation	gifu_at
Root1310	0.07893971995409153	g13_l13	gifu	at	non-native	13	13	generation	gifu_at
Root142	0.15576004141254002	g13_l13	gifu	at	non-native	13	13	generation	gifu_at
Root265	0.161930406892035	g13_l13	gifu	at	non-native	13	13	generation	gifu_at
Root29	0.029951461137724213	g13_l13	gifu	at	non-native	13	13	generation	gifu_at
Root418	0.056144482021343624	g13_l13	gifu	at	non-native	13	13	generation	gifu_at
Root480	0.011048617305445813	g13_l13	gifu	at	non-native	13	13	generation	gifu_at
Root61	0.5240340926870385	g13_l13	gifu	at	non-native	13	13	generation	gifu_at
Root685	0.2103427753923511	g13_l13	gifu	at	non-native	13	13	generation	gifu_at
Root68	2.8952530072141727	g13_l13	gifu	at	non-native	13	13	generation	gifu_at
Root695	0.0791083186641957	g13_l13	gifu	at	non-native	13	13	generation	gifu_at
Root720	0.17159448480490122	g13_l13	gifu	at	non-native	13	13	generation	gifu_at
Root77	0.2724030547941778	g13_l13	gifu	at	non-native	13	13	generation	gifu_at
Root83	0.30008137020475767	g13_l13	gifu	at	non-native	13	13	generation	gifu_at
Root935	0.35611947200364197	g13_l13	gifu	at	non-native	13	13	generation	gifu_at
LjNodule218	0.02886283570226446	g13_l14	gifu	at	non-native	13	14	generation	gifu_at
Root123D2	0.14122138452645236	g13_l14	gifu	at	non-native	13	14	generation	gifu_at
Root1310	0.19265577267000844	g13_l14	gifu	at	non-native	13	14	generation	gifu_at
Root142	0.01833460979737661	g13_l14	gifu	at	non-native	13	14	generation	gifu_at
Root265	0.17425299075428333	g13_l14	gifu	at	non-native	13	14	generation	gifu_at
Root29	0.04330588766350287	g13_l14	gifu	at	non-native	13	14	generation	gifu_at
Root418	0.05328274174450092	g13_l14	gifu	at	non-native	13	14	generation	gifu_at
Root480	0.036213832858988305	g13_l14	gifu	at	non-native	13	14	generation	gifu_at
Root61	0.4469068262642752	g13_l14	gifu	at	non-native	13	14	generation	gifu_at
Root685	0.1858326854768885	g13_l14	gifu	at	non-native	13	14	generation	gifu_at
Root68	2.2305772446579097	g13_l14	gifu	at	non-native	13	14	generation	gifu_at
Root695	0.12011039791373411	g13_l14	gifu	at	non-native	13	14	generation	gifu_at
Root720	0.11700052576177213	g13_l14	gifu	at	non-native	13	14	generation	gifu_at
Root77	0.2595250878829225	g13_l14	gifu	at	non-native	13	14	generation	gifu_at
Root83	0.2894920642806558	g13_l14	gifu	at	non-native	13	14	generation	gifu_at
Root935	0.2450652119103736	g13_l14	gifu	at	non-native	13	14	generation	gifu_at
LjNodule218	0.02184654405127877	g13_l15	gifu	at	non-native	13	15	generation	gifu_at
Root123D2	0.1121959262677328	g13_l15	gifu	at	non-native	13	15	generation	gifu_at
Root142	0.14254813916684336	g13_l15	gifu	at	non-native	13	15	generation	gifu_at
Root265	0.11029462990660643	g13_l15	gifu	at	non-native	13	15	generation	gifu_at
Root29	0.032116011918015996	g13_l15	gifu	at	non-native	13	15	generation	gifu_at
Root418	0.13778568487278614	g13_l15	gifu	at	non-native	13	15	generation	gifu_at
Root480	0.04724527335503367	g13_l15	gifu	at	non-native	13	15	generation	gifu_at
Root61	0.44227336274134965	g13_l15	gifu	at	non-native	13	15	generation	gifu_at
Root685	0.17066578758859854	g13_l15	gifu	at	non-native	13	15	generation	gifu_at
Root68	2.7639413266109076	g13_l15	gifu	at	non-native	13	15	generation	gifu_at
Root695	0.06398636404381938	g13_l15	gifu	at	non-native	13	15	generation	gifu_at
Root720	0.15258298408888965	g13_l15	gifu	at	non-native	13	15	generation	gifu_at
Root77	0.22876127252953612	g13_l15	gifu	at	non-native	13	15	generation	gifu_at
Root83	0.3342779796908177	g13_l15	gifu	at	non-native	13	15	generation	gifu_at
Root935	0.47353378948522834	g13_l15	gifu	at	non-native	13	15	generation	gifu_at
LjNodule218	0.014866686927287464	g13_l16	gifu	lj	native	13	16	generation	gifu_lj
LjRoot17	0.023645238861559507	g13_l16	gifu	lj	native	13	16	generation	gifu_lj
LjRoot1	0.11934107970580976	g13_l16	gifu	lj	native	13	16	generation	gifu_lj
LjRoot222	0.08274743772946797	g13_l16	gifu	lj	native	13	16	generation	gifu_lj
LjRoot262	0.02079408992510373	g13_l16	gifu	lj	native	13	16	generation	gifu_lj
LjRoot33	0.06311705457971259	g13_l16	gifu	lj	native	13	16	generation	gifu_lj
LjRoot44	0.5553835604019041	g13_l16	gifu	lj	native	13	16	generation	gifu_lj
LjRoot46	0.2194876750338948	g13_l16	gifu	lj	native	13	16	generation	gifu_lj
LjRoot52	0.1169177176434302	g13_l16	gifu	lj	native	13	16	generation	gifu_lj
LjRoot59	0.3641257410492558	g13_l16	gifu	lj	native	13	16	generation	gifu_lj
LjRoot60	0.11249023147434803	g13_l16	gifu	lj	native	13	16	generation	gifu_lj
LjRoot72	0.059887856725417986	g13_l16	gifu	lj	native	13	16	generation	gifu_lj
LjRoot80	0.07758173507185413	g13_l16	gifu	lj	native	13	16	generation	gifu_lj
LjRoot82	0.41149846959071046	g13_l16	gifu	lj	native	13	16	generation	gifu_lj
LjNodule218	0.04253371647297439	g13_l17	gifu	lj	native	13	17	generation	gifu_lj
LjRoot17	0.07282554323554885	g13_l17	gifu	lj	native	13	17	generation	gifu_lj
LjRoot1	0.17894995793057034	g13_l17	gifu	lj	native	13	17	generation	gifu_lj
LjRoot222	0.09837278480145445	g13_l17	gifu	lj	native	13	17	generation	gifu_lj
LjRoot262	0.030569009102092533	g13_l17	gifu	lj	native	13	17	generation	gifu_lj
LjRoot33	0.2205935032914126	g13_l17	gifu	lj	native	13	17	generation	gifu_lj
LjRoot44	0.7504685661578661	g13_l17	gifu	lj	native	13	17	generation	gifu_lj
LjRoot46	0.17831064818269415	g13_l17	gifu	lj	native	13	17	generation	gifu_lj
LjRoot52	0.020663244501218224	g13_l17	gifu	lj	native	13	17	generation	gifu_lj
LjRoot59	0.5838072107476711	g13_l17	gifu	lj	native	13	17	generation	gifu_lj
LjRoot60	0.2781789986458215	g13_l17	gifu	lj	native	13	17	generation	gifu_lj
LjRoot72	0.0232008046201751	g13_l17	gifu	lj	native	13	17	generation	gifu_lj
LjRoot80	0.07388274570047017	g13_l17	gifu	lj	native	13	17	generation	gifu_lj
LjRoot82	0.6402492920311992	g13_l17	gifu	lj	native	13	17	generation	gifu_lj
LjNodule218	0.021109871462555788	g13_l18	gifu	lj	native	13	18	generation	gifu_lj
LjRoot17	0.11760714022791562	g13_l18	gifu	lj	native	13	18	generation	gifu_lj
LjRoot1	0.14862084206019383	g13_l18	gifu	lj	native	13	18	generation	gifu_lj
LjRoot222	0.0875998908011588	g13_l18	gifu	lj	native	13	18	generation	gifu_lj
LjRoot262	0.03035792118663932	g13_l18	gifu	lj	native	13	18	generation	gifu_lj
LjRoot33	0.1800479102658191	g13_l18	gifu	lj	native	13	18	generation	gifu_lj
LjRoot44	0.5846783971207968	g13_l18	gifu	lj	native	13	18	generation	gifu_lj
LjRoot46	0.18308746899567654	g13_l18	gifu	lj	native	13	18	generation	gifu_lj
LjRoot52	0.06748938976976471	g13_l18	gifu	lj	native	13	18	generation	gifu_lj
LjRoot59	0.6582399574588852	g13_l18	gifu	lj	native	13	18	generation	gifu_lj
LjRoot60	0.2486720742247537	g13_l18	gifu	lj	native	13	18	generation	gifu_lj
LjRoot72	0.054697445876817616	g13_l18	gifu	lj	native	13	18	generation	gifu_lj
LjRoot80	0.0736373172593466	g13_l18	gifu	lj	native	13	18	generation	gifu_lj
LjRoot82	0.7061556252310243	g13_l18	gifu	lj	native	13	18	generation	gifu_lj
LjNodule218	0.03899905573347582	g13_l19	gifu	lj	native	13	19	generation	gifu_lj
LjRoot17	0.3776704974055083	g13_l19	gifu	lj	native	13	19	generation	gifu_lj
LjRoot1	0.5362747575976262	g13_l19	gifu	lj	native	13	19	generation	gifu_lj
LjRoot222	0.13172193652883166	g13_l19	gifu	lj	native	13	19	generation	gifu_lj
LjRoot262	0.026860617519418185	g13_l19	gifu	lj	native	13	19	generation	gifu_lj
LjRoot33	0.30669226666398663	g13_l19	gifu	lj	native	13	19	generation	gifu_lj
LjRoot44	0.6956698881092006	g13_l19	gifu	lj	native	13	19	generation	gifu_lj
LjRoot46	0.24378427405327607	g13_l19	gifu	lj	native	13	19	generation	gifu_lj
LjRoot52	0.12398816733547582	g13_l19	gifu	lj	native	13	19	generation	gifu_lj
LjRoot59	0.7962173552418051	g13_l19	gifu	lj	native	13	19	generation	gifu_lj
LjRoot60	0.521767834849578	g13_l19	gifu	lj	native	13	19	generation	gifu_lj
LjRoot72	0.07805130121295208	g13_l19	gifu	lj	native	13	19	generation	gifu_lj
LjRoot80	0.11311768066751565	g13_l19	gifu	lj	native	13	19	generation	gifu_lj
LjRoot82	0.9168993269526476	g13_l19	gifu	lj	native	13	19	generation	gifu_lj
LjNodule218	0.019177298324182506	g13_l20	gifu	lj	native	13	20	generation	gifu_lj
